Company Name,Website,Phone,Industry,Company Size,Headquarters,Type,Founded,Location,Specialties
Technology Partners' International Group,http://www.tpigrp.com,,Environmental Services,11-50 employees,"Ikeja, Lagos",Privately Held,1992,,
Auto Kaloum,,,Transportation/Trucking/Railroad,0-1 employees,,Privately Held,,"Conakry, GN",
sosthene-nsimba.com,https://www.sosthene-nsimba.com,,Management Consulting,0-1 employees,,Self-Employed,2016,"Nongo, Ratoma, Conakry, GN",
Kinetic Transport Guinee SARL,http://www.kineticguinee.com,,Transportation/Trucking/Railroad,11-50 employees,"Conakry, _",Partnership,2017,"Quartier Kipé, Commune de Ratoma, Conakry, _ _, GN",
SOGUIMMO,http://www.soguimmo.net,,Real Estate,2-10 employees,"Conakry, Guinée",Privately Held,2013,"Kaporo marché, Complexe Elise, 4ème Etage, Conakry, Guinée 00224, GN",
SUK'ARTS,http://www.sukarts.com,,Media Production,2-10 employees,"Conakry, Conakry",Privately Held,2011,"Commune de Kaloum, Conakry, Conakry 4447, GN","CULTURE, MEDIAS, AUDIOVISUEL, and COMMUNICATION ET MARKETING"
Pacific-Alliance,https://www.pacificalliancegn.com,,Maritime,11-50 employees,"Conakry, Conakry",Partnership,2017,"Madina Concentain, Conakry, Conakry 3718, GN",
EMA Executive Management Africa,http://ema224,,Consumer Goods,0-1 employees,"Conakry, Conakry",Self-Employed,,"Nongo Kaporo Cité, Conakry, Conakry 0000, GN",
Kobiri Group,http://www.kobirigroup.com,,Financial Services,51-200 employees,"Kaloum, Conakry",Partnership,,"Kaloum, Conakry 287, GN",
Médiatis Conseil,,,Marketing & Advertising,2-10 employees,"Conakry, Conakry",,,"Kipé, commune de Ratoma, Conakry, Conakry 224, GN","Edition & Presse Corporate, Conseil & Stratégie marketing, Publicité, and Design"
VIMS - SARL,,2.25E+11,Construction,2-10 employees,"Conakry, Lambanyi / Ratoma",Privately Held,2016,"Conakry, Lambanyi / Ratoma GN",
LINBEX Africa,http://www.linbex.com,+224 629 00 42 00,International Trade & Development,11-50 employees,"Conakry, Matam",Partnership,2019,"autoroute Fidel castro, Block A , bureau 126, au Grand marché de Conakry, Dabondi, Commune de Matam, Conakry, A126, Conakry, Matam 0000, GN",
Laps-store Guinée,https://laps-store.com,2.25E+11,Information Technology & Services,11-50 employees,"Matoto, Conakry",Partnership,2016,"Matoto, Conakry GN","Électrotechnique, Réseau informatique, Télécommunication, Mécanique générale, Froid et climatisation, Maintenance, Automatisme industrielle, Développement d'applications web, and Formation"
DEMKA BUSINESS INSTITUTE - DBI,http://www.dbi-gn.com,,Professional Training & Coaching,2-10 employees,,Sole Proprietorship,2019,"Conakry, GN",
Vision Impact Consulting,,,Management Consulting,11-50 employees,"Conakry, Conakry/Matoto",Privately Held,,"Conakry, Conakry/Matoto 01340, GN","Audit, Conseil, Etudes, and Formation"
Groupe EGTT,http://groupe-egtt.com/,00224 622 089 808,Construction,201-500 employees,,Partnership,,"Conakry, GN","Genie Civil, Transport de produits pétrolier, Genie Rural, and Genie Minier"
,,,,,,,,,
ANAQ-GN,http://www.anaq-edu.org,+224 622-55-55-76,Government Administration,11-50 employees,"Conakry, Ratoma",Government Agency,2017,"Conakry, Conakry, Ratoma +224, GN",Assurance Qualité
Cabinet ACAF,http://www.acafexpert.com,2.25E+11,Accounting,11-50 employees,,Privately Held,2015,"Kipé, Conakry, GN","Audit, Conseil, Assistance comptable, Formation, Consulting, Business plan, Manuels de procédure, Comptabilité, Fiscalité, and Coaching"
Studio MDesign,http://www.studiomdesign.gn,666732325,Fine Art,2-10 employees,"Conakry, Ratoma",Privately Held,2016,"Lambanyi, Conakry, Ratoma BP : 2398, GN","Infographie, Webdesign, Motion Design, Audiovisuelle, Sérigraphie, Événementielle, Marketing, Conseil, Motion design, and Cinéma"
FONDATION RBB,http://foundationrbb.com,669393982,Non-profit Organization Management,11-50 employees,,Nonprofit,2018,"Conakry, GN",
DEVEX,https://www.devex-gn.com/,2.25E+11,Research,2-10 employees,"Conakry, Conakry",Partnership,2018,"Conakry, Conakry GN","Etude de marché, Enquête de satisfaction, Politique et stratégie de développement, Enquête sociologique, and Formation"
ALL IN ONE GN,,666626666,Construction,11-50 employees,"Conakry, Camayenne commune de Dixinn",Privately Held,2018,"Conakry, Camayenne commune de Dixinn Camayenne, GN","Renovation,Nettoyage,Entretien,Amenagement,Desinfection"
LAGEC,http://www.lagecguinee.com,,Construction,11-50 employees,"CONAKRY, Basse Guinee",Sole Proprietorship,1993,"Kaloum cite chemin de fer, CONAKRY, Basse Guinee 3135, GN",
Afrique Capable,https://acapable.org,2.25E+11,Management Consulting,2-10 employees,,Sole Proprietorship,,"Conakry, GN",
Karo Guinée,http://www.karoguinee.com,629404875,Food Production,11-50 employees,"Conakry, Sonfonia centre, rue canal plus",Privately Held,2017,"Conakry, Sonfonia centre, rue canal plus 224, GN",
GUICOTECH,http://www.guicotech.net,2.13E+11,Information Technology & Services,201-500 employees,"Conakry, Guinée/Conakry",Partnership,2021,"guinée conakry , 58, Conakry, Guinée/Conakry 58, GN",
Eqsotech Group,http://www.eqsotech.com,,Information Technology & Services,2-10 employees,"Hamdallaye, Conakry",Partnership,2015,"Immeuble Koula, Route Le Prince , Hamdallaye, Conakry GN","Web Applications Development Software Integration, , Infography & Digital Advertisement, , Software and Hardware Supplier,, Surveillance Camera, , Mobile App development, and Integration and Consulting"
UCOPA sarl,http://www.ucopa-guinee.com,2.25E+11,Food Production,11-50 employees,,Partnership,2018,"conakry madina c/matam , conakry, GN",
Engineering and Supply Experts,http://www.engineeringandsupplyexperts.com,2.25E+11,Mechanical Or Industrial Engineering,11-50 employees,,Sole Proprietorship,2020,"Guinee, Kamsar, Camp Balanta, GN",
Entreprise Africaine de Maintenance et de Service,http://contact@eamsguinee.com,,International Trade & Development,11-50 employees,"Conakry, Guinée Conakry",Sole Proprietorship,2009,"contact@eamsguinee.com, Rue KA008,2e Avenue Boulbinet,Commune de kaloum/Dixinn école Bp 4661 conakry, Conakry, Guinée Conakry +224, GN",
Pacioli Inc,,2.25E+11,Accounting,2-10 employees,,Partnership,2020,"Nongo, Conakry, GN","Accounting, Assurance , Tax, Advisory, and Training"
JamaaShop,https://www.jamaashop.com,33760025005,Retail,2-10 employees,,Privately Held,,"Conakry, GN",
Association Oeil sur les Enfants,http://www.oeilsurlesenfants.wordpress.com,,Civic & Social Organization,2-10 employees,"Conakry, Taouyah",Nonprofit,2017,"Jean-Pau 2, Conakry, Taouyah 3212, GN","Droits de l'Homme, Education des Enfants, Protection de l'enfance, Promotion de l'Enfance, and Leadership associatif"
Group Delta Log,https://groupdeltalog.com/,+224 622 35 12 12,Automotive,51-200 employees,,Privately Held,,"Raton Bonfi, Commune de Ratoma , Conakry, BP 5757, GN","Garage moderne, Vente et location de véhicules, Centrale d'achat, Vente de pièces de rechange, Transports miniers, and Vente de lubrifiants"
KS-PAY,http://www.ks-pay.com,,Financial Services,2-10 employees,"Conakry, Guinée",Privately Held,2016,"commune de Ratoma, Conakry, Guinée 0000, GN","Paiement mobile, Transfert d'argent national et international, Distribution du crédit téléphonique tout opérateur, and Paiement en ligne (e-commerce)"
Index Com,,+224 622 26 66 33,Printing,2-10 employees,"Conakry, Conakry",Privately Held,2018,"+224, Conakry, Conakry +224, GN","Impressions haute gamme, Conception professionnelle, Régie publicitaire, Conseil et élaboration de stratégie marketing, Prestation de services, événementiel, Identité visuelle, Charte graphique, and Vidéos entreprise"
Digit Propulse,https://digit-propulse.com/,(224) 627 522 984,Marketing & Advertising,0-1 employees,,Self-Employed,2017,"CONAKRY, GN","Marketing Digital, Inbound Marketing, SEO, Content Marketing, Community Manager, Communication Digitale, Site Web Wordpress, Web Analytics, Marketing Automation, and Facebook Experts"
GOLD AND DIAMOND SUPPLY RESORT,,,Mining & Metals,"5,001-10,000 employees",,Sole Proprietorship,,"Conakry, GN",
COMPANIA NACIONAL DE PETROLEOS DE GUINEA ECUATORIAL,,,,,,,,,
WCFA S&A,https://www.wcfasa.africa,+224 662141492,Construction,2-10 employees,,Privately Held,1999,"Lansanaya Takoui, Commune de Matoto, Conakry, GN","Energie, Construction, Technologie Numerique, Restauration, Bien & Services, Commerce, Shipchandlers, Batiment, IT Support, Génie Civil, and Electricité"
Southern Rivers Commodities,,+224 625 210 110,Utilities,11-50 employees,,Partnership,2017,"Conakry, GN",
Envirocom S.A.R.L.,http://www.envirocom-gn.com,,Renewables & Environment,2-10 employees,"Conakry, Conakry",Privately Held,2013,"Lansanayah, Conakry, Conakry BP3277, GN","Environment Management, Social Sustainability, Environmental Impact Assessment, CSR, Civil Engineering, Water and Sanitation, Community Development, Water Resources, GIS, and Business"
ALMO,http://www.almo.com,2.25E+11,Real Estate,2-10 employees,"Conakry, Rép. Guinée",Privately Held,2019,"Lambanyi, Conakry, Rép. Guinée 0000, GN",Achat de terrain and Location de terrain
Les Jeunes Ambassadeurs de l'Environnement pour le Developpement Durable,,,Non-profit Organization Management,2-10 employees,,Nonprofit,2017,"Wanindara T5/commune de Ratoma, Wanindara T5 carrefour Dinabodji/ Ratoma, BP6009, GN","Bien et Services, Sensibilisations, Collecte des fonds, Séminaires, Evènements, Bien-êtres; Formation et Accompagnement."
METAIR Solutions,http://www.metairsolution.com/,,Logistics & Supply Chain,11-50 employees,"Conakry , Conakry",Privately Held,2016,"Kipe Transversale 2, Conakry , Conakry 30 BP 4, GN","Transport, Logistique, Approvisionnement, Voyages et Hebergement, and Customs Broker"
Douane Guinéenne,https://www.dgd.gov.gn,,Government Administration,"501-1,000 employees",,Government Agency,,"Conakry, 00224, GN",
CFPA GROUP,https://www.facebook.com/CFPAgn/,2.25E+11,Professional Training & Coaching,2-10 employees,"Conakry (Conakry, Guinea), Kindia",Sole Proprietorship,2019,"Guinée, Conakry (Conakry, Guinea), Kindia 001, GN","Librairie, formation, coaching, accompagnement, agence de recrutement, and recommandation"
Magicguinee,http://magicguinee.com/,626060665,Logistics & Supply Chain,11-50 employees,"cnakry, conakry",Partnership,2016,"cnakry, conakry 00224, GN","Cousier, Livraions, Conciergerie, marchandise, Facture, and courrier"
IntelDeci,http://www.Inteldeci.com,,Information Technology & Services,11-50 employees,"Conakry, Conakry",Privately Held,2015,"Taouya, Conakry, Conakry GN","Formation et Certification CISCO, Solutions Business Intelligence et Consultation., Traning and Certification CISCO, BI solutions and Consulting, Microsoft BI, Tableau, Talend, Tableur, and Spreadsheet"
West Entreprise,http://www.gwestco.com,,Logistics & Supply Chain,11-50 employees,"Conakry, Basse Guinée",Privately Held,2016,"Matam, Route Niger Km9, Conakry, Basse Guinée BP 1025, GN",Supports Logistiques
Divertix,http://www.magicpark-gn.com,,Animation,2-10 employees,"Ratomo, Conakry",Public Company,,"Ratomo, Conakry 612, GN",
Danapuri Guinea SARL,https://www.danapuri.com/,+224 627 86 89 98,Information Technology & Services,11-50 employees,,Privately Held,2019,,"Project Investment & Management, E-Government, Trusted Identity, E-Commerce, E-Payment and E-Financial Services, and Technology Adoption"
START THE CHANGE - Donnons le sourire,,+33 7 58 86 11 90,Non-profit Organization Management,11-50 employees,"La Courneuve, Île-de-France",Nonprofit,2018,,
Medab Shore Guinee,http://www.medabshore.com,+224 628 36 86 29,Telecommunications,11-50 employees,"Conakry, Dixinn Centre en face du night club Galaxie",Privately Held,2020,"Conakry, Dixinn Centre en face du night club Galaxie GN",
DEEP MEDIAS,http://www.deepmedias.com,,Online Media,2-10 employees,"Conakry, Conakry",Sole Proprietorship,2017,"Dixinn Centre I, Conakry, Conakry 6629, GN","ORGANE DE PRESSE, RÉGIE PUBLICITAIRE, and MARKETING DIGITAL"
Skylard Group,http://www.skylardgroup.com,,Internet,2-10 employees,"Conakry, Conakry",Privately Held,2016,"Enta-Fassa, Commune de Matoto, Conakry, Conakry 4253, GN","Développement web & mobile, Internet, and Livraison de plats de restaurant"
Worked No Played,,,,,".., ..",,,".., .., .. 352323, GN",
Albumartec,http://www.albumartec.com,,International Trade & Development,2-10 employees,"Conakry, Conakry",Partnership,2012,"Dixinn, Conakry, Conakry GN.DX, GN","Technologies de l'information, Construction, Technique, Pneus OTR & Vulcanisation, Environnement, and Efficience énergétique"
K.I.B Consulting,https://www.kib-consult.com,+224 625 480 442,Management Consulting,2-10 employees,"Conakry, Kaloum",Privately Held,2009,"Conakry, Kaloum GN",
GCI CONSEIL,,2.25E+11,Financial Services,2-10 employees,"CONAKRY, GUINEE",Privately Held,2020,"KAPORO ROUTE LYCEE FRANCAIS, CONAKRY, GUINEE BP 0000, GN",
KOWO,http://agencekowo.com,,Marketing & Advertising,,,,,,
SOGUIDI,http://soguidi.com/,00224 620 69 58 55,Import & Export,2-10 employees,,Sole Proprietorship,2012,"BP 24 Rue Kaloum, Conakry, Rép. de Guinée, Conakry, GN",
Doddel Free,https://www.doddel.co.za,,Online Media,,,,,,
Innova-Tek,http://www.innova-tek.com,,Oil & Energy,11-50 employees,"Conakry, Conakry",Privately Held,,"Route de Lambanyi, face Centre Commercial, Conakry, Conakry BP 4794, GN","• Project Controls & Project Procurement Management, Oil & Gas - Mining equipment and services, LV & MV electric equipment, UPS & Energy management, and Fleet management, VOIP & IPBX"
Julius Nyerere University of Kankan,http://www.ujnk.org/,,,,,,,,
Office National du Contrôle de Qualite de Guinée,http://oncq-guinee.com,,International Trade & Development,201-500 employees,,Government Agency,,"Conakry, GN",
CePAT,https://www.linkedin.com/company-beta/18309886/admin/overview/,,Education Management,2-10 employees,"Conakry, Ratoma",Partnership,2019,"Dixin, Conakry, Ratoma +224, GN",
Affiches Guinéennes,http://www.affichesguineennes.com,+224 622 33 99 41,Legal Services,2-10 employees,,Partnership,,"BP: 5046 Conakry, Appartement 2, 1er Etage Immeuble du Pont de Belle-Vue, Commune de Dixinn, Conakry, GN","Edition, Communication, Formation, Conseils, Formalités, and Annonces légales"
GuineeCheck,https://www.guineecheck.org/,,Online Media,201-500 employees,,Nonprofit,,"Labe, GN",
L,,,Primary/Secondary Education,0-1 employees,"Boo, Guitar",Educational Institution,2020,"Boo, Guitar GN","Wine, Charcuterie, Cheese, Flights of Wine, Cured Meats, Locally Sourced, By the Glass, Bottle Service, Beer, Cocktails, White Wine, Red Wine, Rotating Wines by the Glass, Flatbread Pizzas, Tapas, Desserts, Live Music, Patio, Wine 101, and Wine Club"
NANN COMM,http://www.nanncom.gn.com,623454573,Management Consulting,2-10 employees,"Conakry, CU/Ratoma",Partnership,2018,"0022, Conakry, CU/Ratoma 00224, GN","Marketing, Communication, Marketing digital (e-Marketing, and Conseils en communication"
Alumina Company Of Guinea Limited,,,Hospital & Health Care,,"Fria, Kindia",,,,
MIS Groupe,http://www.misgroupe.com,,Investment Management,2-10 employees,"Conakry, Guinea",Partnership,2017,"Conakry, Conakry, Guinea Conakry, GN","Mining Logistics, Agriculture, Telecommunications, Technology, Construction, Public Works, and Education"
REGNO dei SANTI PIETRO e PAOLO,http://bit.ly/1KhJXG4,,Government Administration,"501-1,000 employees","St Venera SVR1311, malta",Government Agency,,,
Afrique Marketing,http://www.afriquemarketing.com,2.25E+11,Professional Training & Coaching,2-10 employees,,Partnership,2004,"CONAKRY, GN","marketing, vente, sales, formation, coaching, training, mentoring, entrepreneurship, startups, sme-semi, digital, social media, market research, and étude de marché"
Axiomegc,http://axiomegc.com,,Professional Training & Coaching,0-1 employees,,Educational Institution,2010,"Emplacement Dixinn (en face de la Mairie de Dixinn) – Commune de Dixinn Téléphone (+224) 628 07 66 72, Conakry, GN","Santé sécurité, conseil, audite, and sécurité en entreprise"
GUINEA BEST COMPANY AWARDS,,224-620290558,Events Services,11-50 employees,"CONAKRY, GUINEE",Privately Held,2009,"CONAKRY-ALMAMIYA, CONAKRY, GUINEE 2489, GN",innovation événementielle
GFC Financial Services,,,Financial Services,2-10 employees,"Conakry, Ratoma",Privately Held,2015,"Kipe Centre émetteur, Conakry, Ratoma 003, GN",
Centre Canadien de Formation Continue,http://www.centrecanadien.com,,Education Management,2-10 employees,"Conakry, Commune de Ratoma",Educational Institution,2017,,"Technologies, Formation Continue, Gestion de projets, Amélioration des processus, Informatique, Logiciels et Applications, Éducation, Télécommunication, Infrastructure Réseau, Programmation, Langage SQL, Windows Server, Méthodes Agiles, Langage PHP, Langage HTML, JavaScript, C#, Infonuagique, and Sécurité"
Bricoplus,,00224 629344334,Retail,2-10 employees,,Sole Proprietorship,2020,"1973, Conakry, Matam, GN",
Hannik Engineering,http://www.hannik-eng.com,2.35E+12,Mechanical Or Industrial Engineering,2-10 employees,,Privately Held,2017,,"Small & Medium Scale Engineering Design, Project Management Services, Small & Medium Scale Construction Services, Training & Certification Services, Procurement Services, HVAC, Air Extractors, Industrial Fans, Modular Support Systems, Pipes, Pipe Fittings, Valves, and Instruments"
TECHNI PRO SERVICES SARL,https://bahsaidou7.wixsite.com/tpsguinee,620754242,Construction,2-10 employees,"Conakry, Ratoma",Partnership,,"Rond point de Hamdallaye. Imm. SABATY/SGBG au 4ème étage, Conakry, Ratoma 224, GN",Sondage
ONG D.A.M.E.S,,,Renewables & Environment,2-10 employees,,Nonprofit,2021,"Conakry , GN","Ecologie , Recyclage, and Autonomisation des Femmes"
Digit-inside,https://digit-inside.com/,,Marketing & Advertising,0-1 employees,,Sole Proprietorship,2018,,"Audit et conseil, Community Management, E-réputation, and Media Training"
Madinastores - Guinée,https://madinastores.com/,,Retail,2-10 employees,,Partnership,,"Lambanyi, Conakry, GN",
Club des Jeunes Scientifiques Francophones de Guinée (CJSFG),http://www.cjsfg.net,,Civic & Social Organization,11-50 employees,"Conakry, Conakry/Ratoma",Educational Institution,,"Conakry, Conakry/Ratoma 001, GN",
LICORNE SERVICES GUINEE,https://www.facebook.com/lsgui/,2.25E+11,Consumer Services,51-200 employees,"Conakry, Conakry",Privately Held,2011,"4ème étage, Conakry, Conakry 5599, GN","Nettoyage, Jardinage, Gastronomie, Garde D'Enfants, and Accueil et Relocalisation"
Dynamic agro-industrie,http://www.dynamic-agro-industrie.com/,00224 621 03 36 95,Farming,11-50 employees,"Conakry, Matam",Partnership,2003,"Autoroute - Sankoumbaya Matam , Conakry, Matam 0000, GN","vente, machines agricoles, groupes électrogène, and motopompe irrigation"
CONSULT AFRICA INVESTMENT,http://www.consult-africa.com,77779699816,Investment Management,11-50 employees,,Partnership,2015,,
Guinea Trucking & Logistics,http://www.guineatruckinlogistics.com,+224 623 60 59 11,Logistics & Supply Chain,11-50 employees,,Privately Held,2018,"Immeuble El Hadj Mamadou Dalaba, Matam Carrefour Constantin route du niger, Conakry, 3164, GN",
Global Administration des Affaires et du Patrimoine,http://www.global2ap.com,,Financial Services,11-50 employees,"Conakry, Conakry",Partnership,2014,"Commune de Dixinn, Conakry, Conakry 99, GN","Gestion de projet, AUdit social et organisationnel, Intermédiation financière et co-arrangement, Recherche de financement et levée de fonds, Formation et perfectionnement, Conseil aux entreprises, Gestion immobilière, Assistance informatique, and Elaboration de documents financiers"
M-Makiti,http://www.espaceagrobusiness.com,,Food Production,11-50 employees,"Conakry, Conakry",Privately Held,,"Hamdallaye, Immeuble Ecobank, Conakry, Conakry 00224, GN",
DMM Guinée,http://www.ets-dmmguinee.com,2.25E+11,Hospital & Health Care,0-1 employees,,Sole Proprietorship,2004,"Conakry, GN",
Conseil ONG,https://conseilong.blogspot.com/,,Civic & Social Organization,2-10 employees,"Conakry, Conakry",Nonprofit,2017,"Rond-point Hamdallaye, immeuble SGBG, 4éme étage, Conakry, Conakry 01, GN","Conseils, Formation, and Marketing Web et Médias Sociaux"
Agence CONCAM,http://reussitemag.news,622857035,Marketing & Advertising,51-200 employees,"Conakry, Kaloum",Privately Held,2010,"Guinee Conakry, Conakry, Conakry, Kaloum 001, GN","Communication et Publicité/Web, Impression numérique et Offset, Marquage, des gadgets publicitaires, and Réalisation des manuels et support d'information"
CIT Guinée,http://www.citgn.com/,,Construction,11-50 employees,,Privately Held,1994,"Chemin de fer, Conakry, GN","BTP, Génie Civil, Travaux routiers et miniers, Aménagément hydraulique, Rénovations, Conception d'Architecture, and Terrassements"
Nomad Lingo,https://www.nomadgn.com/,,Translation & Localization,0-1 employees,"Conakry, Guinea",Privately Held,2018,"Kipe, Commune de Ratoma, Conakry, Guinea BP2097, GN","Translation, Interpreting, Testing, and DTP"
Electown,https://www.guinea-energy.com/electown,00224 628 21 39 37,Facilities Services,2-10 employees,"conakry, Conakry",Privately Held,2019,"Kipe T2/conakry, 3ème étage, conakry, Conakry 136824, GN","Lignes électriques, bâtiments et industries , Système solaire, and accessoires électriques"
EBI-GLOBAL,https://www.ebi-gn.com,2.25E+11,Professional Training & Coaching,2-10 employees,"Conakry, Conakry",Partnership,2018,"Conakry, Conakry 4521, GN",
SP Mobile,https://www.spmobilestore.com/,,Retail,2-10 employees,"Conakry, Rotoma, kaloum",Privately Held,,"Conakry, Rotoma, kaloum 224, GN",
Agence Tennen Voyages,https://m.facebook.com/tennenvoyages,,Airlines/Aviation,11-50 employees,"conakry, matoto",Sole Proprietorship,1998,"aeroport, conakry, matoto 5037, GN","Travel, Tourism, Bureau de Change, DHL, and Internet cafe"
IGS Sécurité,,2.25E+11,Public Safety,"1,001-5,000 employees","Conakry, Ratoma/Lambagny-Carrefour Canadien",Partnership,,"Carrefour Canadien, Lambagny/Ratoma, Conakry, Ratoma/Lambagny-Carrefour Canadien 00224, GN",
KC Consulting LTD,,,Consumer Services,2-10 employees,"Conakry , Conakry",Privately Held,2014,"Conakry , Conakry 0000, GN",
RARILI NEWS,http://www.guinee-rarilinews.com,00224 624 81 97 91,Entertainment,2-10 employees,"Conakry, basse guinee",Privately Held,2017,"Taouyah, Carrefour transit, immeuble Kimaf, Conakry, basse guinee bp099, GN",
MLK FILMS,http://www.mlk-films.com,,Public Relations & Communications,2-10 employees,"Conakry, Guinée",Sole Proprietorship,2012,"Taouyah Rogbane, Conakry, Guinée 00000, GN","Communication, Audiovisuel, Media, Web design, Drone, Aerial views, Corporate movies, Communication 360, Movies, Printing, and Mining"
reussitemagazine,http://reussitemag.news,622857035,Marketing & Advertising,51-200 employees,"Conakry, Kaloum",Nonprofit,,"Guinee Conakry, Conakry, Conakry, Kaloum 001, GN",
Socane Plus,https://socaneplus.com,2.25E+11,Civil Engineering,201-500 employees,"Kamsar, Boké",Privately Held,2010,"Kamsar, Boké 10000, GN","Assainissement, Entretrien Industriel, Génie Civil, and Fourniture"
Verein KIRA,http://www.vereinkira.ch,,Non-profit Organization Management,2-10 employees,,Nonprofit,,,
Sogué,https://www.guinea-energy.com/sogue,00224 628 21 39 37,Renewables & Environment,2-10 employees,"conakry, Conakry",Privately Held,2019,"Kipe T2/conakry, 3eme étage, conakry, Conakry 136824, GN","CENTRALE SOLAIRE, ELECTRIFICATION RURALE, KIOSQUES SOLAIRE, and MAINTENANCE"
L'Ordre National des médecins de Guinée,http://onameg.alldevservices.com,,Hospital & Health Care,,"CONAKRY, BASSE GUINEE",Nonprofit,,"KIPE, CONAKRY, BASSE GUINEE 1789, GN",Sante publique
Action Jeunes Guinée,,626262652,Non-profit Organization Management,2-10 employees,"Conakry, Region de Conakry",Nonprofit,2020,"Lambandji, Ratoma, Conakry, Region de Conakry GN",
SOGIPRES,http://www.sogipres.com,,Consumer Services,2-10 employees,,Partnership,2008,"Conakry , GN","Construction, Digital Communication, Real Estate, Logistics and Transport, Printing, Import-Export, employment agency, Sanitation, and Agriculture"
iNimba Multi Services,https://inimba.com,,Computer & Network Security,2-10 employees,"Conakry, conakry",Self-Employed,,"Lambanyi, Conakry, conakry 1020, GN",
Fankama Mining & Construction,http://www.fankama.com,,Construction,11-50 employees,"Conakry, Basse-Côte",Privately Held,2017,"Kaporo Commune de Ratoma, Conakry, Basse-Côte BP 5952, GN","Logistique minière, Transport engins miniers, Construction, Vente de carburant et lubrifiants, and Carrières de granit et beton prêt à l'emploi"
Dispensaire et Maternité Saint Gabriel,http://www.dispensairesaintgabriel.com/,,"Health, Wellness & Fitness",51-200 employees,"Conakry, Conakry",Nonprofit,1987,"Matoto, Conakry, Conakry BP2016, GN",
Camara Business Corporation- CBC,http://cbcguinea.simplesite.com,2.25E+11,Education Management,2-10 employees,"matoto, conakry",Privately Held,2019,"Entag , Rue 14, matoto, conakry 224, GN",
MISTAHOU FINANCIAL GROUP LTD,http://mfinancialg.com/,+44 741 835 1659,International Affairs,"501-1,000 employees","London, London",Privately Held,2019,,"energy, real estate, finance, tourism, food, commodities, and trading"
National Association Of Guinean Student's (NAGS),,2.25E+11,Non-profit Organization Management,2-10 employees,"matoto, Conakry",Nonprofit,2014,"Entag Rue 14, Rue 14, matoto, Conakry 224, GN",
Cajutel Sarl,http://www.cajutel.io,,Telecommunications,"1,001-5,000 employees","Roeschenzerstr, Basel",Privately Held,,"Roeschenzerstr. 27, 4058 Basel, Switzerland, Basel, Roeschenzerstr, Basel 4058, GN","4g internet, wide Coverage, and ICO"
ADIKA S.A.R.L,,,Information Technology & Services,2-10 employees,"Conakry, Guinee/Conakry",Partnership,,"Conakry, Guinee/Conakry 0000, GN",
Groupe CCG Sa,http://www.ccg-guinee.com,+224 621 21 21 90,Wholesale,201-500 employees,"Coyah, Region de Kindia",Privately Held,2014,"Coyah, Region de Kindia 00224, GN",
MAYEBA Conseil,http://www.mayebaconseil.com,+224 623 18 80 82,Management Consulting,11-50 employees,"Commune de Ratoma , Conakry",Partnership,2009,"Imeuble Madina Légué, Hamdallaye Rond Point , Commune de Ratoma , Conakry 4806, GN","Formation, Conseil et assistance technique, Etudes et ingénierie, Recrutement et intérim, and Externalisation"
TECHNOLOGY SOLUTIONS CENTER,http://tsc-groups.com,,Computer Networking,2-10 employees,"Conakry, Kaloum",Self-Employed,,"Conakry, Kaloum GN",
EDCO GUINEE,http://edcoguinee.wordpress.com,620654057,Logistics & Supply Chain,11-50 employees,,Sole Proprietorship,2019,"CONAKRY MATOTO, CONAKRY, GN","COMMERCE GENERAL, LOCATION DES VEHICULE ET DISTRIBUTION, CONSTRUCTION, DECORATION , and ASSAINISEMENT PUBLIQUE"
HABA Technologie,http://www.habatech224.net,,Computer Software,11-50 employees,"Conakry, Conakry",Privately Held,2017,"+224622347827, Dabompa, Conakry, Conakry 00224, GN",
LightBox Africa,http://www.lightboxafrica.com,2.25E+11,Renewables & Environment,11-50 employees,,Privately Held,2019,"Cité Chemins de Fer,, Labé Building – 5th floor, Conakry, GN",
Black Knight Security-Sarl,http://www.bksafrica.com,,Security & Investigations,201-500 employees,"Conakry, Conakry",Privately Held,2013,,"Close Protection, PSD, Logistic support, Secure drive, International recognised security training, Travel risks assessment, Maritime and Anti piracy services, Escorts, Executive Protection, and Hostage negotiations"
Icônes Guesthouse,http://www.icones.world,+224 625 70 07 45,Hospitality,2-10 employees,"Dalaba, Mamou",Privately Held,,"quartier chargeur, Dalaba, Mamou 25478, GN",
NAD Partnership,https://nadpartners.org/,2.25E+11,Non-profit Organization Management,11-50 employees,"Labé, Fouta Djallon",Partnership,2018,,"Community Development, Promoting Talents, and Entrepreneurial and Vocational Skills"
Nimba Network Group,http://www.nimbanetworkgroup.com,,Public Relations & Communications,2-10 employees,,Privately Held,2014,"Conakry, GN",
FAGUYS INTERNATIONAL GN,http://www.faguysinternational.com,,Management Consulting,2-10 employees,"Conakry, Ratoma",Self-Employed,2014,"Lambanyi, Conakry, Ratoma 1348, GN","Traduction, interprétariat, formation, export, translation, interpreter, training, and agriculture"
Kalenews,http://kalenews.org/,,Online Media,2-10 employees,"Kaloum, Conakry",Sole Proprietorship,2013,"Quartier Tombo, Kaloum, Conakry 1333, GN",Media en ligne
SOGUIMAC,http://51.210.176.114/,,Building Materials,2-10 employees,,Partnership,,"Conakry, GN",
